Entry	Mass	Length	Gene ontology IDs
P38874	35,220	309	GO:0005634; GO:0005654; GO:0005737; GO:0006351; GO:0006355; GO:0006400; GO:0033588
P43555	50,330	445	GO:0001948; GO:0005537; GO:0005793; GO:0006888; GO:0007029; GO:0007030; GO:0030134; GO:0030173; GO:0030176
Q06673	145,052	1274	GO:0000138; GO:0005797; GO:0006886; GO:0016020; GO:0071555
Q99252	68,015	613	GO:0005789; GO:0016021; GO:0016887; GO:0055085; GO:0071555
P42835	108,525	1041	GO:0000920; GO:0005576; GO:0005933; GO:0007067; GO:0008810; GO:0009277; GO:0030428; GO:0031225
P14741	34,025	305	GO:0003743; GO:0005851; GO:0006446; GO:0030234; GO:0032045; GO:0043547; GO:1903833
Q04623	53,185	453	GO:0005739; GO:0016746; GO:0016787; GO:0071555
P32644	126,970	1121	GO:0003677; GO:0003678; GO:0003723; GO:0003724; GO:0005524; GO:0005844; GO:0006449; GO:0010494
Q05775	29,564	265	GO:0000462; GO:0001731; GO:0002181; GO:0003743; GO:0005852; GO:0006446; GO:0010494; GO:0016282; GO:0033290
P23900	73,877	669	GO:0000747; GO:0005215; GO:0005886; GO:0005887; GO:0006071; GO:0006846; GO:0009992; GO:0015168; GO:0015250; GO:0015254; GO:0015700; GO:0015791; GO:0015793; GO:0034220; GO:0046685
Q07825	84,924	749	GO:0005829; GO:0034396; GO:0046872; GO:0070006
P37261	21,232	193	GO:0005634; GO:0005737; GO:0006631; GO:0016657; GO:0034599; GO:0045922
P38777	27,339	243	GO:0005634; GO:0005737; GO:0052689
Q08559	14,792	129	GO:0016021
P53913	20,025	173	GO:0000781; GO:0005634; GO:0006303
P04397	78,195	699	GO:0003978; GO:0004034; GO:0005829; GO:0030246; GO:0033499
P43574	56,328	510	GO:0000977; GO:0001076; GO:0001077; GO:0001080; GO:0001085; GO:0003682; GO:0005634; GO:0005667; GO:0005829; GO:0008270; GO:0030154; GO:0043565; GO:0090294
P40209	63,139	560	GO:0000977; GO:0000981; GO:0001085; GO:0001228; GO:0003682; GO:0005634; GO:0005667; GO:0006357; GO:0008270; GO:0030154
Q12393	33,868	293	GO:0000002; GO:0005739
Q12247	18,190	151	GO:0000462; GO:0005730
Q03330	51,069	439	GO:0000124; GO:0000775; GO:0003713; GO:0004402; GO:0005634; GO:0005671; GO:0005829; GO:0006325; GO:0006338; GO:0006351; GO:0010484; GO:0016573; GO:0032968; GO:0046695; GO:0070577
Q08622	63,853	556	GO:0003924; GO:0005525; GO:0005743; GO:0005829; GO:0030490
P38229	73,355	639	GO:0000164; GO:0005628; GO:0008157; GO:0008599; GO:0030476; GO:0043666
Q03768	31,031	265	GO:0001933; GO:0002181; GO:0004860; GO:0005844; GO:0031333; GO:0034198; GO:1903833
P53849	17,103	153	GO:0000932; GO:0003697; GO:0003729; GO:0008270; GO:0010494; GO:0042788; GO:0045182; GO:0045727
P41818	26,649	229	GO:0000164; GO:0004864; GO:0005978; GO:0007059; GO:0008047; GO:0009966; GO:0043666
P00360	35,750	332	GO:0004365; GO:0005737; GO:0005739; GO:0005811; GO:0006094; GO:0006096; GO:0009277; GO:0050661; GO:0051287
P04385	57,944	528	GO:0000411; GO:0004335; GO:0005524; GO:0005737; GO:0033499; GO:0046835
Q03655	56,794	524	GO:0005576; GO:0005886; GO:0009277; GO:0031362; GO:0031505; GO:0042124; GO:0071970
P18852	12,625	110	GO:0000750; GO:0004871; GO:0005737; GO:0005834; GO:0005886; GO:0007189; GO:0019933; GO:0031684; GO:0043085
P48015	44,469	400	GO:0004047; GO:0005739; GO:0005960; GO:0006544; GO:0006546; GO:0006730; GO:0008483; GO:0055114
Q06625	174,972	1536	GO:0004134; GO:0004135; GO:0005739; GO:0005978; GO:0005980; GO:0030247
P39958	51,206	451	GO:0005093; GO:0005096; GO:0005737; GO:0007264; GO:0015031; GO:0016192; GO:0016491
P37020	87,592	779	GO:0000139; GO:0000324; GO:0005247; GO:0005768; GO:0005783; GO:0005794; GO:0005797; GO:0005886; GO:0006878; GO:0006879; GO:0031902; GO:0034707; GO:0034756
Q12154	39,354	354	GO:0000750; GO:0005085; GO:0005524; GO:0005794; GO:0006620; GO:0006890; GO:0009408; GO:0010038; GO:0016887; GO:0042802; GO:0043529; GO:0045048; GO:0046685; GO:0046872; GO:0051082; GO:1990507
P40492	59,894	516	GO:0005634; GO:0005737; GO:0034657; GO:0042787; GO:0043066; GO:0043161; GO:0045721
P28006	88,533	793	GO:0000164; GO:0005977; GO:0005978; GO:0007094; GO:0007126; GO:0008599; GO:0009408; GO:0031072
Q04739	46,648	417	GO:0001403; GO:0005634; GO:0005641; GO:0005737; GO:0006468; GO:0007155; GO:0007165; GO:0031588; GO:0043254
P19145	65,656	602	GO:0000328; GO:0005768; GO:0005771; GO:0005886; GO:0005887; GO:0006865; GO:0015171; GO:0015192; GO:0015193; GO:0015203; GO:0015297; GO:0015846; GO:0030134
P28007	21,480	205	GO:0005730; GO:0005732; GO:0006364; GO:0031120; GO:0031429; GO:0034513
Q08271	53,813	471	GO:0009277; GO:0030476; GO:0031362; GO:0042124; GO:0071970
P43535	85,027	752	GO:0005524; GO:0005829; GO:0006448; GO:0016887; GO:0022626; GO:0031369; GO:0042327; GO:0043022; GO:0071232; GO:0071264
P03069	31,310	281	GO:0000122; GO:0000790; GO:0000978; GO:0000981; GO:0001080; GO:0001084; GO:0001135; GO:0001190; GO:0001191; GO:0003682; GO:0003700; GO:0005634; GO:0005667; GO:0008652; GO:0010691; GO:0043565; GO:0045899; GO:0060261; GO:1903833
Q03002	97,693	865	GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005938; GO:0035556
P39012	69,221	614	GO:0016255; GO:0042765
Q03557	50,919	464	GO:0005524; GO:0005739; GO:0007029; GO:0030956; GO:0031314; GO:0032543; GO:0050567; GO:0070681
Q08905	80,589	711	GO:0000293; GO:0005886; GO:0006826; GO:0006879; GO:0015677; GO:0015891; GO:0016021; GO:0046872; GO:0052851
Q12333	70,905	620	GO:0000293; GO:0005886; GO:0006826; GO:0015677; GO:0016021; GO:0046872; GO:0052851; GO:0055072
Q99341	18,662	161	
P13045	58,129	520	GO:0000435; GO:0004335; GO:0005524; GO:0005634; GO:0005737; GO:0006012; GO:0045185
P08431	42,385	366	GO:0005737; GO:0008108; GO:0008270; GO:0033499
P04387	48,323	435	GO:0000122; GO:0001102; GO:0003677; GO:0005634; GO:0005737; GO:0006012; GO:0006351; GO:0016491; GO:0019210; GO:0033673; GO:0043433; GO:0055114
Q12676	47,851	427	GO:0005524; GO:0005759; GO:0006730; GO:0008841; GO:0009396; GO:0046901
P36033	80,072	711	GO:0000293; GO:0005886; GO:0006826; GO:0006879; GO:0015677; GO:0016021; GO:0046872; GO:0052851
Q08908	80,292	694	GO:0000293; GO:0005886; GO:0006826; GO:0006879; GO:0015677; GO:0016021; GO:0046872; GO:0052851
P25659	26,756	250	GO:0006511; GO:0016569; GO:0070628
P31381	58,317	517	GO:0000329; GO:0005337; GO:0005622; GO:0015205; GO:0015851; GO:0015858; GO:0016020; GO:0016021; GO:0034257; GO:0034258; GO:0055085
P18851	46,581	423	GO:0000750; GO:0001403; GO:0004871; GO:0005834; GO:0005886; GO:0005937; GO:0010525; GO:0031684; GO:0043577
P40569	13,245	121	GO:0000977; GO:0001085; GO:0001228; GO:0003682; GO:0003700; GO:0005634; GO:0005667; GO:0006351; GO:0008270; GO:0030154
P38301	30,341	280	GO:0000139; GO:0000324; GO:0005774; GO:0005794; GO:0005797; GO:0005801; GO:0006874; GO:0015085; GO:0016021; GO:0032468; GO:0032472; GO:0070588
P39993	165,668	1459	GO:0000137; GO:0005086; GO:0005829; GO:0006888; GO:0006890; GO:0006891; GO:0016236; GO:0019898; GO:0030036; GO:0032012; GO:0033363
P39722	75,150	662	GO:0000001; GO:0003924; GO:0005509; GO:0005525; GO:0005741; GO:0007264; GO:0010821; GO:0031307; GO:0032865; GO:0055091; GO:1990456
P53192	27,092	235	GO:0000139; GO:0003735; GO:0005789; GO:0006890; GO:0016021; GO:0022627; GO:0043495; GO:0043529; GO:0045048; GO:0071816
P36173	68,954	615	GO:0005768; GO:0005774; GO:0005886; GO:0006879; GO:0015299; GO:0015343; GO:0016021; GO:0034775; GO:0044718
P38263	41,245	362	GO:0005773; GO:0006623; GO:0007039; GO:0016023; GO:0019898; GO:0030659; GO:0034657; GO:0043161; GO:0045721
P40208	51,729	455	GO:0005634; GO:0005737; GO:0007049; GO:0007089; GO:0034657; GO:0043161; GO:0045721
Q03016	140,891	1276	GO:0005783; GO:0007059; GO:0008157; GO:0008599; GO:0043666
P38196	72,165	639	GO:0005886; GO:0015205; GO:0015213; GO:0015851; GO:0015862; GO:0016021; GO:0055085
P18411	22,063	198	GO:0000422; GO:0007005; GO:0031307; GO:0055091
P31380	128,507	1131	GO:0000122; GO:0000183; GO:0000729; GO:0000775; GO:0000781; GO:0003677; GO:0003682; GO:0004386; GO:0005524; GO:0005634; GO:0006338; GO:0006348; GO:0008094; GO:0016569; GO:0016584; GO:0030466; GO:0031934; GO:0042766; GO:0042802; GO:0043044; GO:0070869; GO:0070870
Q05670	79,037	677	GO:0000742; GO:0000747; GO:0000755; GO:0005089; GO:0005634; GO:0005737; GO:0031385; GO:0035023; GO:0043332; GO:0051286
P00359	35,747	332	GO:0003723; GO:0004365; GO:0005737; GO:0005739; GO:0005811; GO:0006094; GO:0006096; GO:0006915; GO:0009277; GO:0015886; GO:0050661; GO:0051287; GO:0072593
P11412	57,522	505	GO:0004345; GO:0006006; GO:0006740; GO:0009051; GO:0042542; GO:0050661
P12709	61,299	554	GO:0004347; GO:0005739; GO:0006094; GO:0006096; GO:0006098
Q06135	62,362	555	GO:0009277; GO:0030476; GO:0031362; GO:0042124; GO:0071970
Q07928	16,011	141	GO:0000977; GO:0001085; GO:0001228; GO:0003682; GO:0003700; GO:0005634; GO:0005667; GO:0006351; GO:0008270; GO:0030154; GO:0043565
P46984	13,605	123	GO:0000032; GO:0000408; GO:0000722; GO:0000723; GO:0000781; GO:0005634; GO:0006351; GO:0008033; GO:0031490; GO:0045944
P23797	35,446	304	GO:0000225; GO:0005789; GO:0006506; GO:0016021
P53306	70,354	609	GO:0000506; GO:0006506; GO:0016021; GO:0017176
P49018	47,402	411	GO:0003923; GO:0005789; GO:0008234; GO:0016255; GO:0030176; GO:0034394; GO:0042765
Q12315	62,073	538	GO:0000822; GO:0005543; GO:0005643; GO:0005737; GO:0006397; GO:0006406; GO:0006446; GO:0006449; GO:0008047; GO:0015031; GO:0016973; GO:0031369; GO:0031965; GO:0044614
Q02784	16,931	150	GO:0005759; GO:0006970; GO:0009055; GO:0015035; GO:0015036; GO:0016226; GO:0034599; GO:0045454; GO:0046872; GO:0051537
Q04399	69,281	608	GO:0004322; GO:0005507; GO:0006826; GO:0007126; GO:0033215; GO:0033573; GO:0034755; GO:0070193
Q03554	15,431	138	GO:0000137; GO:0000139; GO:0005783; GO:0005794; GO:0005829; GO:0006888; GO:0015031; GO:0016021; GO:0030134; GO:0042147
P08539	54,076	472	GO:0000742; GO:0000743; GO:0000750; GO:0000754; GO:0001664; GO:0003924; GO:0004871; GO:0005525; GO:0005768; GO:0005834; GO:0005886; GO:0007188; GO:0010008; GO:0031683; GO:0031684; GO:0046872; GO:0048017; GO:0071701
P32191	72,389	649	GO:0001302; GO:0004368; GO:0005739; GO:0005743; GO:0006071; GO:0006072; GO:0006116; GO:0009331; GO:0019563; GO:0031307; GO:0052591
P53130	14,922	126	GO:0001403; GO:0004871; GO:0005737; GO:0007165
P41277	27,947	250	GO:0000121; GO:0000287; GO:0005634; GO:0005737; GO:0006114; GO:0006970; GO:0071470
P37291	52,218	469	GO:0004372; GO:0005737; GO:0006544; GO:0006563; GO:0006730; GO:0030170; GO:0035999
Q06201	22,365	188	GO:0000795; GO:0006351; GO:0006355; GO:0007126; GO:0007131; GO:0016925; GO:0070193
P43577	18,135	159	GO:0004343; GO:0006048
Q08726	39,724	347	GO:0003924; GO:0005525; GO:0005737; GO:0034087; GO:0044376; GO:1990022
P36014	19,485	167	GO:0004602; GO:0005782; GO:0007031; GO:0031315; GO:0034599; GO:0047066
P37303	42,815	387	GO:0004793; GO:0005829; GO:0006545; GO:0006567; GO:0008732
Q07830	115,634	1017	GO:0005783; GO:0005789; GO:0006506; GO:0016021; GO:0016772; GO:0051377; GO:0071555
P53961	26,817	229	GO:0000506; GO:0006506; GO:0016021; GO:0017176
P38211	50,759	433	GO:0000030; GO:0004584; GO:0005783; GO:0006506; GO:0030176; GO:0031501
P32363	51,242	452	GO:0000506; GO:0005783; GO:0005789; GO:0006506; GO:0016021; GO:0017176
P40367	94,851	830	GO:0005887; GO:0006506; GO:0016740; GO:0030176; GO:0051267; GO:0051377
Q06543	30,653	272	GO:0003924; GO:0005525; GO:0005622; GO:0044376; GO:1990022
P07286	50,368	448	GO:0003975; GO:0006047; GO:0006487; GO:0006488; GO:0008963; GO:0009060; GO:0016021; GO:0016757; GO:0019348; GO:0043541
Q04806	42,403	366	GO:0004364; GO:0005737; GO:0006749
P53258	109,259	950	GO:0005096; GO:0005509; GO:0005737; GO:0006886; GO:0012505; GO:0017137; GO:0031338; GO:0090630
P32806	53,815	458	GO:0005096; GO:0005768; GO:0005776; GO:0005802; GO:0006886; GO:0006914; GO:0010008; GO:0017137; GO:0031338; GO:0042594; GO:0090630
P0CE11	27,688	249	GO:0000139; GO:0005458; GO:0005789; GO:0006486; GO:0008643; GO:0016021; GO:0030659
Q03786	22,175	193	GO:0005524; GO:0005737; GO:0044262; GO:0046177; GO:0046316
Q08886	100,940	897	GO:0000209; GO:0001403; GO:0004862; GO:0004871; GO:0005737; GO:0005886; GO:0007124; GO:0007165; GO:0010255; GO:0032794; GO:0042326; GO:0042787; GO:0046579; GO:0046580
P41911	49,422	440	GO:0004367; GO:0005739; GO:0005829; GO:0006071; GO:0006116; GO:0009331; GO:0046168; GO:0051287
P30777	72,566	616	GO:0004584; GO:0005789; GO:0006506; GO:0016021
P47088	47,166	403	GO:0005789; GO:0006506; GO:0016021; GO:0016758; GO:0031505; GO:0097502; GO:1990529
Q00582	35,847	310	GO:0000329; GO:0000781; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005764; GO:0006348; GO:0006360; GO:0006383; GO:0006817; GO:0009267; GO:0010507; GO:0015031; GO:0031902; GO:0034448; GO:0071230; GO:1903778; GO:1904263; GO:1990131
P46943	73,188	645	GO:0003924; GO:0005525; GO:0005743; GO:0005759; GO:0006412; GO:0043022; GO:0045727
P53154	65,340	560	GO:0005783; GO:0005886; GO:0006506; GO:0008374; GO:0015293; GO:0015793; GO:0016020; GO:0016021; GO:0019563
Q08484	73,289	637	GO:0005096; GO:0005794; GO:0005795; GO:0006886; GO:0016192; GO:0017137; GO:0031338; GO:0090630
Q12344	101,800	894	GO:0000131; GO:0005096; GO:0005798; GO:0005829; GO:0005886; GO:0005934; GO:0005935; GO:0006886; GO:0006887; GO:0006888; GO:0016192; GO:0017137; GO:0031338; GO:0090630
Q00055	42,869	391	GO:0004367; GO:0005634; GO:0005777; GO:0005829; GO:0005975; GO:0006116; GO:0006973; GO:0009331; GO:0016558; GO:0046168; GO:0051287
P16474	74,468	682	GO:0000742; GO:0005524; GO:0005783; GO:0006616; GO:0006986; GO:0016887; GO:0030433; GO:0031204; GO:0034099; GO:0051082; GO:0070880
P38523	26,066	228	GO:0000774; GO:0001405; GO:0005743; GO:0005759; GO:0006626; GO:0030150; GO:0042026; GO:0051082
P32477	78,254	678	GO:0004357; GO:0005524; GO:0005622; GO:0005737; GO:0006750; GO:0042542; GO:0046686
P39996	38,235	337	GO:0016021; GO:0031965
P32642	27,493	244	GO:0001102; GO:0005634; GO:0006879; GO:0009055; GO:0015035; GO:0015036; GO:0030036; GO:0031065; GO:0034599; GO:0045454; GO:0046872; GO:0051537; GO:2000678
Q12438	25,783	231	GO:0000324; GO:0004362; GO:0005506; GO:0005789; GO:0005794; GO:0005796; GO:0005801; GO:0009055; GO:0015035; GO:0016021; GO:0034599; GO:0042803; GO:0045454; GO:0051537
Q12096	57,578	491	GO:0000139; GO:0005774; GO:0005797; GO:0006487; GO:0008375; GO:0016021
P10823	50,448	449	GO:0001302; GO:0001664; GO:0003924; GO:0004871; GO:0005525; GO:0005834; GO:0005886; GO:0007124; GO:0007165; GO:0007189; GO:0009757; GO:0010255; GO:0030437; GO:0031683; GO:0046872
P47122	43,195	385	GO:0003924; GO:0005525; GO:0005737; GO:0006913; GO:0007064; GO:0016887; GO:0044376
P32784	85,694	759	GO:0004366; GO:0005783; GO:0008654; GO:0016024; GO:0016287; GO:0030176
P36148	83,645	743	GO:0004366; GO:0005783; GO:0005811; GO:0008654; GO:0016024; GO:0016287; GO:0030176
P32835	24,810	219	GO:0000054; GO:0000467; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0006606; GO:0006913; GO:0006997; GO:0007264; GO:0031938
P38143	18,406	162	GO:0004602; GO:0005737; GO:0031314; GO:0031315; GO:0034599; GO:0047066
Q08969	19,026	168	GO:0005737
Q12068	38,170	342	GO:0003854; GO:0005634; GO:0005737; GO:0006694; GO:0008204; GO:0030447; GO:0043892; GO:0046568
Q04697	45,870	403	GO:0006457; GO:0030176; GO:0034394; GO:0051082
Q08220	55,815	491	GO:0000287; GO:0004363; GO:0005524; GO:0005622; GO:0006750; GO:0042803; GO:0043295
P38715	37,119	327	GO:0003729; GO:0004032; GO:0005634; GO:0005737; GO:0019388; GO:0019568; GO:0032866; GO:0034599; GO:0042843; GO:0071470
Q04410	41,119	372	GO:0000139; GO:0005737; GO:0005801; GO:0006888; GO:0007030; GO:0009306
P42950	70,382	618	GO:0000429; GO:0000977; GO:0000981; GO:0003700; GO:0005634; GO:0006119; GO:0006351; GO:0006357; GO:0008270; GO:0015976; GO:0030435; GO:0045722; GO:0072364
P48239	41,301	356	GO:0004364; GO:0005777; GO:0006749; GO:0045174
Q07729	55,204	489	GO:0005737; GO:0006147; GO:0008270; GO:0008892; GO:0016811; GO:0046098
P48365	87,306	746	GO:0005096; GO:0005622; GO:0006886; GO:0012505; GO:0016192; GO:0017137; GO:0031338; GO:0032889; GO:0090630
P23337	80,510	708	GO:0004373; GO:0005978
P27472	80,079	705	GO:0004373; GO:0005737; GO:0005978
P02293	14,252	131	GO:0000122; GO:0000788; GO:0003677; GO:0006301; GO:0006333; GO:0006334; GO:0031298
P38970	95,455	855	GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006470; GO:0030003; GO:0034613; GO:0035556
P39984	45,060	401	GO:0000123; GO:0000781; GO:0005634; GO:0005737; GO:0006333; GO:0006348; GO:0016573; GO:0042393
P53834	17,246	153	GO:0001671; GO:0005634; GO:0005737; GO:0006457; GO:0034605; GO:0051087
P16622	44,596	393	GO:0004325; GO:0005743; GO:0006783
P28817	56,288	500	GO:0003860; GO:0005739; GO:0006574; GO:0009083
P42944	60,520	551	GO:0000122; GO:0000977; GO:0000981; GO:0001085; GO:0001228; GO:0003682; GO:0005634; GO:0005667; GO:0008270; GO:0030154; GO:0043565; GO:0051457; GO:0090295
P53551	27,804	258	GO:0000788; GO:0000790; GO:0003677; GO:0005634; GO:0006334; GO:0006355; GO:0030261; GO:0031936; GO:0045910
P61830	15,356	136	GO:0000788; GO:0003677; GO:0006333; GO:0006334; GO:0009303; GO:0031298; GO:0031492; GO:0043505; GO:0043935; GO:0070911
Q12753	76,671	694	GO:0000978; GO:0000981; GO:0001202; GO:0005507; GO:0005634; GO:0006351; GO:0006878; GO:0006879; GO:0036003; GO:0045944; GO:0061402
P53973	80,070	706	GO:0000122; GO:0001308; GO:0003682; GO:0006351; GO:0010621; GO:0010978; GO:0016575; GO:0031047; GO:0031938; GO:0032041; GO:0042802; GO:0045944; GO:0070823
Q06623	75,463	655	GO:0000122; GO:0003677; GO:0003682; GO:0005634; GO:0005829; GO:0006351; GO:0007059; GO:0010978; GO:0016575; GO:0031047; GO:0070823
P36113	63,569	551	GO:0000151; GO:0000209; GO:0004842; GO:0005737; GO:0008270; GO:0016574; GO:0016874; GO:0031624; GO:0032436; GO:0036205; GO:0042787; GO:0061630
Q12180	117,927	1030	GO:0000981; GO:0003677; GO:0005634; GO:0005737; GO:0006351; GO:0008270; GO:0009651; GO:0045944
P0CE41	166,108	1502	GO:0000436; GO:0000978; GO:0001077; GO:0005634; GO:0005739; GO:0008270; GO:0043457; GO:0061428; GO:0071169
P14064	62,412	554	GO:0000436; GO:0001076; GO:0001102; GO:0003677; GO:0005746; GO:0006366; GO:0016602; GO:0043457
P34243	78,273	683	GO:0003677; GO:0005524; GO:0005737; GO:0006273; GO:0033203; GO:0043141
P48566	72,999	633	GO:0000131; GO:0000133; GO:0000329; GO:0005096; GO:0005770; GO:0005829; GO:0005886; GO:0005934; GO:0005935; GO:0006886; GO:0006887; GO:0006897; GO:0017137; GO:0031338; GO:0032880; GO:0043087; GO:0070649; GO:0090630
P02294	14,237	131	GO:0000788; GO:0003677; GO:0006333; GO:0006334; GO:0031298
P02309	11,368	103	GO:0000788; GO:0003677; GO:0006333; GO:0006334; GO:0031298; GO:0034729; GO:0043935; GO:0061587
Q01766	32,994	294	GO:0005737; GO:0009651; GO:0045944
P06774	29,867	265	GO:0000436; GO:0003677; GO:0003700; GO:0006366; GO:0016602; GO:0043457
Q96VH4	20,994	193	GO:0005634; GO:0005737; GO:0016657; GO:0034599
Q03937	18,258	162	GO:0000794; GO:0004857; GO:0006281; GO:0006310; GO:0007130; GO:0045950; GO:1903873
Q03281	76,377	663	GO:0005635; GO:0005639
P40581	18,641	163	GO:0004602; GO:0005622; GO:0005758; GO:0005782; GO:0034599; GO:0047066; GO:0051920
Q07845	72,258	632	GO:0000448; GO:0005524; GO:0006363; GO:0006364; GO:0030874; GO:0051731
P24814	132,734	1151	GO:0000082; GO:0000142; GO:0000209; GO:0000751; GO:0005634; GO:0005737; GO:0006006; GO:0016020; GO:0016567; GO:0019005; GO:0030674; GO:0031146; GO:0071406
P32836	24,991	220	GO:0000054; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0006606; GO:0006997; GO:0007264
P40582	26,795	234	GO:0003746; GO:0004364; GO:0004602; GO:0005634; GO:0005783; GO:0005789; GO:0006749
Q12390	26,340	233	GO:0004364; GO:0006749
P36156	43,274	370	GO:0004364; GO:0005737; GO:0006749; GO:0045174; GO:0071555
P40857	24,511	217	GO:0000324; GO:0004300; GO:0005774; GO:0007034; GO:0018812; GO:0030148; GO:0030176; GO:0030497; GO:0042761; GO:0102344; GO:0102345
Q07653	113,616	1046	GO:0000753; GO:0005737; GO:0005937; GO:0008360
Q12361	110,709	961	GO:0001302; GO:0001403; GO:0004930; GO:0005536; GO:0005886; GO:0007124; GO:0007186; GO:0009731; GO:0009745; GO:0009757; GO:0010255; GO:0016021; GO:0051594
P41921	53,441	483	GO:0004362; GO:0005634; GO:0005829; GO:0006749; GO:0010731; GO:0034599; GO:0045454; GO:0050660; GO:0050661
P39717	98,656	880	GO:0001403; GO:0004862; GO:0004871; GO:0005739; GO:0005886; GO:0007124; GO:0007165; GO:0010255; GO:0032794; GO:0046580
Q06636	25,262	219	GO:0005789; GO:0006506; GO:0016021; GO:0016491; GO:0051377
P40106	27,814	250	GO:0000121; GO:0000287; GO:0005634; GO:0005737; GO:0006114; GO:0006970; GO:0044262; GO:0071470
P40956	44,407	396	GO:0000989; GO:0005096; GO:0005634; GO:0006351; GO:0006357; GO:0006897; GO:0007624; GO:0010512; GO:0030479; GO:0045944; GO:0046872; GO:0070491
Q04322	82,131	720	GO:0000131; GO:0005096; GO:0005798; GO:0005886; GO:0005934; GO:0005935; GO:0006886; GO:0006887; GO:0006888; GO:0017137; GO:0017157; GO:0031338; GO:0090630
P41546	26,905	238	GO:0000977; GO:0000981; GO:0005634; GO:0006351; GO:0006990; GO:0010674; GO:0030968; GO:0034976; GO:0045944
P25333	66,666	603	GO:0000082; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0006470; GO:0009249; GO:0030003; GO:0034613; GO:0035556; GO:1903329
P38875	68,771	610	GO:0003923; GO:0016255; GO:0042765
Q04082	16,090	140	GO:0000506; GO:0006506; GO:0017176; GO:0030176; GO:0071555
P46961	32,577	280	GO:0000506; GO:0003824; GO:0005789; GO:0006506; GO:0016021; GO:0017176
P53290	38,600	341	GO:0000329; GO:0000790; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005764; GO:0009267; GO:0010507; GO:0015031; GO:0016237; GO:0031902; GO:0034448; GO:0043547; GO:0045944; GO:0071230; GO:1903778; GO:1904263; GO:1990131
Q08929	71,289	609	GO:0008374; GO:0015293; GO:0015793; GO:0016020; GO:0016021
P38843	34,898	316	GO:0005789; GO:0006457; GO:0006888; GO:0015031; GO:0016021; GO:0034221; GO:0051082; GO:0071555
